,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,Approval_Prob,Loan_Approval
7479,Fair,Low,Small,Suburban,High School,0.41586754200869647,Disapproved
7480,Fair,Medium,Large,Suburban,High School,0.29042237666546944,Disapproved
7481,Bad,High,Large,Suburban,Bachelor,0.45046264829745275,Disapproved
7482,Fair,Medium,Medium,Suburban,High School,0.589612687486762,Approved
7483,Fair,Low,Medium,Suburban,Bachelor,0.2185009850385948,Disapproved
7484,Fair,High,Small,Suburban,High School,0.8665370439069627,Approved
7485,Fair,Low,Medium,Urban,High School,0.4015633533980314,Disapproved
7486,Fair,Medium,Medium,Urban,Master,0.203210164095559,Disapproved
7487,Good,Medium,Small,Suburban,High School,0.687537360937654,Approved
7488,Fair,High,Medium,Urban,High School,0.5634238584762035,Approved
7489,Good,High,Medium,Rural,High School,0.6015687990659315,Approved
7490,Bad,High,Medium,Rural,High School,0.6784016769352185,Approved
7491,Fair,Low,Small,Suburban,High School,0.4878230968149227,Disapproved
7492,Fair,High,Large,Rural,High School,0.5424077569392124,Approved
7493,Fair,Low,Large,Suburban,High School,0.273832030142704,Disapproved
7494,Good,Low,Large,Urban,Master,0.5009653930543319,Approved
7495,Bad,Medium,Small,Suburban,High School,0.7550011712981889,Approved
7496,Bad,Medium,Medium,Urban,Master,0.45535894703578333,Disapproved
7497,Good,Medium,Medium,Urban,Master,0.8610475435567142,Approved
7498,Fair,Medium,Small,Urban,High School,0.7585118051811995,Approved
7499,Fair,High,Small,Suburban,High School,0.7793063901669894,Approved
7500,Fair,Low,Small,Suburban,High School,0.6001268806752917,Approved
7501,Good,Low,Large,Urban,Bachelor,0.10231605639326491,Disapproved
7502,Bad,High,Small,Urban,Bachelor,0.5560962427327779,Approved
7503,Bad,Low,Medium,Suburban,Bachelor,0.23076987007066957,Disapproved
7504,Fair,Medium,Large,Urban,Bachelor,0.4172063630946642,Disapproved
7505,Good,Medium,Medium,Urban,High School,0.6613291664018558,Approved
7506,Fair,Medium,Medium,Suburban,Master,0.5623797402350837,Approved
7507,Fair,Medium,Large,Urban,Bachelor,0.1847405720762261,Disapproved
7508,Fair,Low,Medium,Urban,Master,0.18393993742008177,Disapproved
7509,Good,High,Small,Urban,Bachelor,0.7419475854944969,Approved
7510,Good,Low,Medium,Suburban,High School,0.7724542323723816,Approved
7511,Good,Medium,Medium,Rural,Master,0.46450862125064224,Disapproved
7512,Bad,Low,Medium,Rural,Bachelor,0.16448272574040843,Disapproved
7513,Bad,Medium,Small,Suburban,Master,0.5253389766323211,Approved
7514,Fair,Medium,Large,Urban,Bachelor,0.1597791157073003,Disapproved
7515,Good,High,Medium,Urban,Master,0.6470228218300251,Approved
7516,Fair,Medium,Large,Urban,Master,0.45553409076088175,Disapproved
7517,Fair,Medium,Small,Suburban,Bachelor,0.5986372413408974,Approved
7518,Good,High,Large,Suburban,High School,0.8350873824716316,Approved
7519,Bad,Medium,Medium,Suburban,Bachelor,0.15062435644481953,Disapproved
7520,Fair,Medium,Medium,Urban,Master,0.45191040440828034,Disapproved
7521,Fair,Medium,Small,Urban,Bachelor,0.5986787153122061,Approved
7522,Fair,Medium,Large,Urban,Master,0.3483752330750164,Disapproved
7523,Good,High,Medium,Suburban,Bachelor,0.5925460360365219,Approved
7524,Fair,Low,Large,Urban,Master,0.18402475404586455,Disapproved
7525,Fair,Medium,Small,Suburban,High School,0.7687515546266278,Approved
7526,Fair,Medium,Medium,Urban,Bachelor,0.4642645457902814,Disapproved
7527,Fair,High,Medium,Suburban,Bachelor,0.45609953545875287,Disapproved
7528,Fair,High,Medium,Urban,Bachelor,0.8677401820229844,Approved
7529,Fair,Medium,Medium,Urban,High School,0.5162026018638365,Approved
7530,Bad,Medium,Large,Urban,Master,0.29465414364609627,Disapproved
7531,Bad,Low,Medium,Urban,Master,0.35180472212283825,Disapproved
7532,Fair,Medium,Small,Urban,Master,0.6546789964450467,Approved
7533,Fair,High,Medium,Rural,High School,0.5017019394223817,Approved
7534,Good,High,Small,Urban,High School,0.8764183471347747,Approved
7535,Good,High,Large,Urban,Bachelor,0.5163312212816277,Approved
7536,Good,Low,Small,Suburban,Master,0.7487284445386048,Approved
7537,Fair,High,Medium,Suburban,High School,0.6023665931760153,Approved
7538,Fair,High,Medium,Urban,Bachelor,0.76762242230072,Approved
7539,Fair,Low,Medium,Suburban,Bachelor,0.23101135350032823,Disapproved
7540,Bad,Medium,Small,Suburban,Master,0.6229390854059599,Approved
7541,Bad,Medium,Small,Urban,Bachelor,0.6067416986422132,Approved
7542,Fair,Medium,Medium,Suburban,Bachelor,0.46920266216742373,Disapproved
7543,Good,High,Medium,Urban,High School,0.8392458287208696,Approved
7544,Bad,Medium,Large,Urban,High School,0.2689639065771751,Disapproved
7545,Bad,Medium,Medium,Rural,Master,0.4539745816400986,Disapproved
7546,Good,Medium,Medium,Urban,Bachelor,0.7465037411306267,Approved
7547,Fair,Medium,Medium,Urban,Master,0.5163690620706293,Approved
7548,Good,High,Medium,Rural,High School,0.687042923752487,Approved
7549,Good,Medium,Small,Suburban,Bachelor,0.719516851283824,Approved
7550,Good,Medium,Small,Suburban,Bachelor,0.7683135603443868,Approved
7551,Fair,Low,Large,Suburban,Master,0.36365853080909893,Disapproved
7552,Fair,Low,Small,Suburban,Master,0.6477077263708219,Approved
7553,Fair,Medium,Large,Suburban,High School,0.5091669014042475,Approved
7554,Fair,High,Small,Urban,High School,0.8696937861114963,Approved
7555,Fair,Low,Large,Urban,Master,0.22236878989939537,Disapproved
7556,Bad,Low,Small,Urban,Master,0.6952162521492768,Approved
7557,Fair,Low,Medium,Urban,Bachelor,0.37168724554377264,Disapproved
7558,Fair,Medium,Medium,Urban,Master,0.42805088520138684,Disapproved
7559,Good,High,Medium,Suburban,High School,0.8011390938221173,Approved
7560,Good,Medium,Large,Urban,Bachelor,0.5862990140253997,Approved
7561,Fair,Medium,Large,Urban,Master,0.24886394763555916,Disapproved
7562,Bad,Medium,Medium,Suburban,High School,0.3265188631890128,Disapproved
7563,Good,Low,Small,Suburban,Master,0.6358132573517181,Approved
7564,Fair,Medium,Medium,Rural,Master,0.5312615262929185,Approved
7565,Good,Medium,Large,Suburban,Master,0.6347282962674432,Approved
7566,Good,Medium,Medium,Rural,High School,0.6253252334442946,Approved
7567,Bad,High,Medium,Suburban,Bachelor,0.5605849336009188,Approved
7568,Good,Medium,Medium,Suburban,Bachelor,0.4449247423708652,Disapproved
7569,Bad,Medium,Small,Rural,High School,0.6488301402969097,Approved
7570,Fair,High,Medium,Rural,Master,0.5563743540183927,Approved
7571,Fair,High,Large,Suburban,High School,0.3921450928230012,Disapproved
7572,Bad,Medium,Large,Suburban,Master,0.2665880559869606,Disapproved
7573,Good,Low,Medium,Urban,Bachelor,0.6205405506125488,Approved
7574,Bad,Medium,Medium,Rural,Bachelor,0.333209581388427,Disapproved
7575,Bad,Medium,Large,Suburban,High School,0.13540820240123563,Disapproved
7576,Fair,Low,Small,Rural,High School,0.4707407985046353,Disapproved
7577,Good,Low,Medium,Urban,Bachelor,0.5642059072958858,Approved
7578,Good,Low,Medium,Urban,Bachelor,0.626204756523877,Approved
7579,Good,Medium,Large,Urban,Master,0.37643247176438577,Disapproved
7580,Fair,Medium,Small,Rural,High School,0.5665515155321633,Approved
7581,Fair,Low,Small,Rural,High School,0.5909220077681185,Approved
7582,Bad,Low,Large,Urban,Master,0.1397137821501962,Disapproved
7583,Bad,Medium,Small,Suburban,Master,0.5320673932965403,Approved
7584,Fair,Low,Medium,Urban,High School,0.1029734284423235,Disapproved
7585,Fair,Low,Medium,Urban,High School,0.3430601396342675,Disapproved
7586,Fair,Medium,Small,Urban,High School,0.776115346398428,Approved
7587,Good,Medium,Small,Suburban,High School,0.7184453616346526,Approved
7588,Fair,Low,Small,Rural,High School,0.6256977442754883,Approved
7589,Bad,Medium,Small,Urban,Bachelor,0.3193656141322531,Disapproved
7590,Bad,Low,Small,Suburban,Master,0.18576626396393206,Disapproved
7591,Good,Medium,Large,Suburban,High School,0.5758230246311775,Approved
7592,Good,Low,Medium,Urban,Master,0.5400323064658112,Approved
7593,Good,Low,Medium,Rural,Bachelor,0.4941679445851775,Disapproved
7594,Bad,Medium,Small,Rural,Master,0.6423568299863841,Approved
7595,Good,Medium,Medium,Urban,Master,0.6182707355914745,Approved
7596,Fair,Low,Large,Suburban,Master,0.17896606363795384,Disapproved
7597,Bad,Low,Small,Urban,Bachelor,0.28071506450365086,Disapproved
7598,Good,High,Small,Suburban,Master,0.7697406216653149,Approved
7599,Fair,Medium,Medium,Suburban,Bachelor,0.5835931942881412,Approved
7600,Fair,Low,Large,Urban,High School,0.21181328694725196,Disapproved
7601,Bad,Medium,Large,Rural,Master,0.371153710194444,Disapproved
7602,Fair,Low,Large,Suburban,Master,0.045720232596904956,Disapproved
7603,Good,Medium,Medium,Rural,High School,0.7839115136474055,Approved
7604,Fair,Low,Small,Urban,Master,0.606094681551302,Approved
7605,Fair,Low,Large,Rural,Bachelor,0.23694326226634302,Disapproved
7606,Bad,Low,Medium,Suburban,High School,0.12415710617884704,Disapproved
7607,Fair,Medium,Medium,Urban,Bachelor,0.25896941606849266,Disapproved
7608,Fair,Medium,Large,Urban,Bachelor,0.4675949144163137,Disapproved
7609,Fair,Medium,Medium,Rural,Bachelor,0.5475844531249241,Approved
7610,Fair,Low,Small,Suburban,High School,0.5846357443282904,Approved
7611,Bad,Low,Small,Urban,Master,0.3719174690393708,Disapproved
7612,Good,Medium,Medium,Rural,Master,0.7757222303963112,Approved
7613,Fair,Low,Small,Urban,High School,0.45348511331973923,Disapproved
7614,Fair,Medium,Medium,Urban,Bachelor,0.45339879079250484,Disapproved
7615,Fair,Low,Large,Suburban,High School,0.22696462597928654,Disapproved
7616,Fair,Medium,Large,Suburban,Master,0.31866820611417285,Disapproved
7617,Good,Medium,Medium,Urban,Master,0.8261846034680524,Approved
7618,Good,High,Large,Suburban,Bachelor,0.42636615786911325,Disapproved
7619,Fair,Low,Large,Suburban,Master,0.08418794471687457,Disapproved
7620,Good,Low,Medium,Suburban,Master,0.32003585536896667,Disapproved
7621,Fair,Medium,Medium,Suburban,Bachelor,0.6175755674430571,Approved
7622,Bad,High,Large,Urban,Bachelor,0.29954800273137183,Disapproved
7623,Fair,High,Large,Rural,High School,0.23601208187909747,Disapproved
7624,Fair,Medium,Medium,Urban,High School,0.5244450458539358,Approved
7625,Fair,Medium,Medium,Rural,Bachelor,0.4554098204829732,Disapproved
7626,Good,Medium,Medium,Urban,High School,0.741024511723246,Approved
7627,Fair,Medium,Small,Urban,High School,0.7693481487030177,Approved
7628,Good,Medium,Large,Urban,High School,0.8425628556035033,Approved
7629,Good,High,Large,Suburban,Bachelor,0.43795131800247944,Disapproved
7630,Fair,Medium,Large,Urban,Master,0.13741154678017645,Disapproved
7631,Fair,Medium,Large,Suburban,Master,0.4413734243771994,Disapproved
7632,Fair,Medium,Small,Rural,Master,0.7908942903561833,Approved
7633,Good,Medium,Medium,Urban,Master,0.4632424148853077,Disapproved
7634,Fair,Medium,Medium,Urban,Bachelor,0.31007167942729114,Disapproved
7635,Bad,Medium,Small,Rural,High School,0.5640652067687533,Approved
7636,Fair,Low,Large,Urban,Bachelor,0.5023920223389237,Approved
7637,Fair,Low,Large,Urban,High School,0.15673531904852525,Disapproved
7638,Bad,Medium,Small,Urban,Bachelor,0.522392525481018,Approved
7639,Bad,High,Small,Urban,High School,0.3278858006359528,Disapproved
7640,Fair,Low,Medium,Urban,Master,0.35737540902810727,Disapproved
7641,Fair,Medium,Medium,Suburban,High School,0.4896363899842405,Disapproved
7642,Fair,Low,Small,Urban,High School,0.7603360908021033,Approved
7643,Fair,Low,Large,Suburban,Master,0.17196887111294704,Disapproved
7644,Bad,High,Large,Urban,High School,0.41694532922847655,Disapproved
7645,Fair,High,Large,Suburban,Bachelor,0.3464757586499453,Disapproved
7646,Fair,Low,Medium,Urban,High School,0.40177462188445257,Disapproved
7647,Fair,Medium,Large,Rural,High School,0.6762045839142548,Approved
7648,Fair,Low,Medium,Suburban,Bachelor,0.6712919610492586,Approved
7649,Fair,High,Small,Urban,Bachelor,0.9210141483196057,Approved
7650,Bad,Low,Medium,Urban,High School,0.2993215069753829,Disapproved
7651,Bad,Low,Large,Urban,Master,0.1300362972409105,Disapproved
7652,Bad,Medium,Medium,Urban,Master,0.393108742143718,Disapproved
7653,Good,High,Small,Suburban,Bachelor,0.8940909294880076,Approved
7654,Good,Low,Large,Urban,High School,0.4494717609141863,Disapproved
7655,Good,Medium,Large,Rural,Master,0.3936835094570673,Disapproved
7656,Good,Low,Medium,Urban,Master,0.42682597370911407,Disapproved
7657,Fair,High,Large,Suburban,High School,0.3728658368416876,Disapproved
7658,Fair,Low,Small,Urban,Bachelor,0.7099390159652681,Approved
7659,Fair,High,Medium,Urban,High School,0.7845963122027453,Approved
7660,Bad,Medium,Large,Rural,High School,0.6911898829949883,Approved
7661,Fair,Medium,Small,Rural,High School,0.723898194195703,Approved
7662,Good,High,Medium,Suburban,Master,0.6594367242441092,Approved
7663,Fair,High,Large,Suburban,Master,0.3909580959610255,Disapproved
7664,Fair,Medium,Large,Rural,Master,0.32668402775142436,Disapproved
7665,Fair,Low,Medium,Suburban,High School,0.6287096719755708,Approved
7666,Fair,Medium,Large,Urban,High School,0.4646447101903387,Disapproved
7667,Fair,Medium,Large,Urban,High School,0.1824285600764158,Disapproved
7668,Good,Medium,Large,Suburban,Bachelor,0.4989098746405345,Disapproved
7669,Fair,Medium,Large,Suburban,High School,0.17059693079653576,Disapproved
7670,Good,Low,Medium,Suburban,High School,0.6417581626069268,Approved
7671,Fair,Medium,Small,Urban,High School,0.5558298299629968,Approved
7672,Good,Medium,Small,Rural,Master,0.7190580814292028,Approved
7673,Fair,Low,Medium,Suburban,Bachelor,0.15655218102003493,Disapproved
7674,Fair,Medium,Small,Suburban,High School,0.7649794779913874,Approved
7675,Fair,Medium,Large,Urban,Master,0.5421619522064439,Approved
7676,Good,Medium,Large,Rural,Master,0.3965625762801839,Disapproved
7677,Good,Low,Medium,Suburban,High School,0.5225421541274552,Approved
7678,Bad,Medium,Medium,Suburban,High School,0.28223583940104807,Disapproved
7679,Bad,Low,Medium,Rural,Master,0.2222257825998007,Disapproved
7680,Good,Medium,Large,Rural,Bachelor,0.37693755413914165,Disapproved
7681,Fair,Medium,Large,Urban,Master,0.20768304065306015,Disapproved
7682,Fair,Medium,Medium,Rural,High School,0.7163923693512779,Approved
7683,Fair,Low,Small,Suburban,Bachelor,0.17828606746247913,Disapproved
7684,Bad,Medium,Medium,Urban,High School,0.42773283339583185,Disapproved
7685,Good,High,Large,Urban,Bachelor,0.669882521098542,Approved
7686,Good,Low,Small,Urban,Master,0.8731795674824296,Approved
7687,Fair,High,Large,Suburban,Bachelor,0.42925224078290486,Disapproved
7688,Fair,Medium,Large,Suburban,High School,0.2967424558300902,Disapproved
7689,Good,Medium,Medium,Urban,Bachelor,0.5393839340790558,Approved
7690,Bad,Low,Small,Rural,Master,0.44402347066703246,Disapproved
7691,Good,Low,Small,Rural,Master,0.5954649715298727,Approved
7692,Fair,High,Medium,Suburban,High School,0.4465483358990286,Disapproved
7693,Fair,Low,Medium,Rural,Master,0.2812080216601982,Disapproved
7694,Good,Low,Medium,Rural,Bachelor,0.3959577444361232,Disapproved
7695,Fair,Medium,Large,Urban,High School,0.21799945736420004,Disapproved
7696,Fair,Low,Small,Suburban,Bachelor,0.5626100459852387,Approved
7697,Fair,Medium,Medium,Rural,Bachelor,0.4764448487845999,Disapproved
7698,Fair,Medium,Large,Urban,Master,0.4350185156436283,Disapproved
7699,Fair,High,Medium,Rural,Bachelor,0.6499371076070839,Approved
7700,Good,Medium,Medium,Urban,Master,0.47511152208139734,Disapproved
7701,Good,Low,Small,Suburban,Master,0.36885915154857585,Disapproved
7702,Fair,Low,Small,Suburban,Bachelor,0.3790100622393223,Disapproved
7703,Fair,Medium,Large,Suburban,High School,0.46965646948597267,Disapproved
7704,Bad,Medium,Small,Suburban,Master,0.6263986963369232,Approved
7705,Bad,High,Medium,Suburban,Bachelor,0.6254150215779035,Approved
7706,Fair,Medium,Large,Suburban,Master,0.4817382886988805,Disapproved
7707,Good,Low,Medium,Suburban,High School,0.7121973295895954,Approved
7708,Fair,High,Medium,Urban,Master,0.6873967947604198,Approved
7709,Good,Low,Large,Suburban,Master,0.6727084398932185,Approved
7710,Bad,Low,Medium,Rural,Master,0.28528319448746137,Disapproved
7711,Fair,Medium,Medium,Urban,High School,0.7922467498764845,Approved
7712,Fair,High,Large,Suburban,Bachelor,0.3682758156824152,Disapproved
7713,Fair,Medium,Medium,Urban,High School,0.4029883981558877,Disapproved
7714,Bad,Low,Medium,Suburban,High School,0.22516068041391515,Disapproved
7715,Good,Low,Large,Urban,High School,0.3818855897434602,Disapproved
7716,Fair,Low,Small,Urban,Master,0.49655862750960744,Disapproved
7717,Good,Low,Large,Urban,Bachelor,0.4738721320764473,Disapproved
7718,Fair,Low,Large,Urban,Bachelor,0.23558838496619808,Disapproved
7719,Good,Medium,Large,Urban,Master,0.41004182766447994,Disapproved
7720,Fair,High,Medium,Urban,Master,0.5656072152800857,Approved
7721,Good,Low,Medium,Urban,Master,0.7293440946082153,Approved
7722,Bad,Low,Medium,Urban,Master,0.2884249917600436,Disapproved
7723,Good,High,Large,Rural,Master,0.36072848337032815,Disapproved
7724,Good,Medium,Small,Urban,High School,0.9109767488568854,Approved
7725,Bad,High,Large,Rural,Master,0.3774229979325198,Disapproved
7726,Bad,Low,Large,Suburban,Bachelor,0.20654423417147727,Disapproved
7727,Fair,Low,Large,Urban,Bachelor,0.3767422824477959,Disapproved
7728,Good,Medium,Large,Urban,Master,0.6622416111529702,Approved
7729,Fair,Medium,Medium,Rural,High School,0.3618080597964398,Disapproved
7730,Fair,Medium,Large,Suburban,Bachelor,0.21092961440300245,Disapproved
7731,Bad,Medium,Large,Urban,Bachelor,0.5724030074001296,Approved
7732,Bad,Low,Small,Urban,High School,0.28638599902261214,Disapproved
7733,Good,Medium,Large,Urban,High School,0.5695635782360264,Approved
7734,Bad,Medium,Small,Rural,Master,0.7499424701445555,Approved
7735,Fair,Medium,Medium,Rural,High School,0.43612665554736607,Disapproved
7736,Good,Medium,Medium,Urban,Master,0.6108011693912371,Approved
7737,Fair,Medium,Medium,Urban,Bachelor,0.6542686867780843,Approved
7738,Fair,Low,Medium,Urban,Bachelor,0.42115298820414476,Disapproved
7739,Bad,Low,Large,Rural,Master,0.19155397847263703,Disapproved
7740,Fair,Medium,Small,Suburban,Bachelor,0.6532499806637975,Approved
7741,Bad,Low,Medium,Rural,Bachelor,0.1893909705738516,Disapproved
7742,Good,Medium,Small,Urban,High School,0.7542765839955997,Approved
7743,Fair,High,Small,Suburban,Bachelor,0.8760484915823326,Approved
7744,Fair,Low,Large,Urban,Bachelor,0.21361571303682392,Disapproved
7745,Fair,Low,Large,Rural,High School,0.3036058981923414,Disapproved
7746,Bad,High,Large,Urban,Bachelor,0.19523048540217652,Disapproved
7747,Good,Low,Small,Rural,Bachelor,0.8985948288668592,Approved
7748,Fair,Low,Small,Urban,Master,0.5997222413309384,Approved
7749,Fair,Low,Medium,Suburban,Bachelor,0.441453060855926,Disapproved
7750,Bad,Medium,Large,Urban,Master,0.3388322565015186,Disapproved
7751,Fair,Low,Large,Urban,Bachelor,0.19399230519826896,Disapproved
7752,Bad,Medium,Small,Urban,Master,0.6926258892507061,Approved
7753,Fair,Medium,Small,Suburban,Bachelor,0.42447161896343794,Disapproved
7754,Fair,Low,Large,Urban,Bachelor,0.18071922386954692,Disapproved
7755,Good,Low,Large,Urban,Bachelor,0.2728182042687769,Disapproved
7756,Fair,Medium,Medium,Urban,Bachelor,0.23227873773746566,Disapproved
7757,Good,Medium,Large,Urban,Master,0.4224975518283359,Disapproved
7758,Good,Low,Small,Urban,High School,0.6932234980108496,Approved
7759,Bad,Low,Medium,Urban,High School,0.13918939134628752,Disapproved
7760,Fair,Medium,Medium,Urban,Master,0.31574525477432297,Disapproved
7761,Bad,High,Medium,Urban,Bachelor,0.4741012940900473,Disapproved
7762,Fair,Low,Medium,Rural,High School,0.3753534314904736,Disapproved
7763,Good,Medium,Large,Urban,Bachelor,0.4648586462705178,Disapproved
7764,Fair,Low,Small,Suburban,Bachelor,0.34730884844553817,Disapproved
7765,Fair,Low,Medium,Urban,Bachelor,0.32854934852526513,Disapproved
7766,Fair,Low,Medium,Rural,Master,0.2906497927026144,Disapproved
7767,Fair,Medium,Medium,Urban,Bachelor,0.5221988929360327,Approved
7768,Bad,Medium,Large,Rural,Bachelor,0.16267522481964375,Disapproved
7769,Good,High,Large,Urban,Master,0.6218230232536622,Approved
7770,Fair,Medium,Medium,Urban,Master,0.3050520612241536,Disapproved
7771,Good,High,Medium,Urban,High School,0.565475846373355,Approved
7772,Fair,Low,Medium,Urban,Bachelor,0.4767831725912927,Disapproved
7773,Fair,Low,Small,Urban,Bachelor,0.6672805250356076,Approved
7774,Fair,High,Medium,Urban,Master,0.5661373421591245,Approved
7775,Bad,Medium,Medium,Rural,Master,0.3538167535417956,Disapproved
7776,Fair,High,Large,Urban,Bachelor,0.3955048207029745,Disapproved
7777,Good,Low,Small,Urban,Master,0.8271815067167245,Approved
7778,Good,Low,Medium,Suburban,Bachelor,0.5158436285651495,Approved
7779,Fair,Medium,Large,Suburban,Master,0.2796539616603838,Disapproved
7780,Fair,Low,Medium,Urban,Master,0.5433990018093495,Approved
7781,Bad,Medium,Medium,Suburban,Master,0.24491482845888068,Disapproved
7782,Good,Medium,Small,Urban,Master,0.8086545990560061,Approved
7783,Bad,Low,Small,Urban,Bachelor,0.2419809705509386,Disapproved
7784,Good,Low,Medium,Urban,High School,0.6525063817084811,Approved
7785,Fair,Low,Small,Urban,Bachelor,0.6745002057179404,Approved
7786,Fair,Low,Large,Urban,Master,0.12435037588902385,Disapproved
7787,Good,Medium,Medium,Urban,Master,0.435944232045605,Disapproved
7788,Bad,Low,Small,Urban,Bachelor,0.43324542972700775,Disapproved
7789,Fair,Low,Medium,Suburban,High School,0.6922184547090449,Approved
7790,Fair,High,Medium,Suburban,Bachelor,0.7502492887447676,Approved
7791,Fair,Medium,Small,Suburban,Bachelor,0.6334866600531119,Approved
7792,Fair,Low,Large,Suburban,High School,0.15867059584229742,Disapproved
7793,Fair,Medium,Large,Rural,Master,0.19550552176277367,Disapproved
7794,Good,High,Medium,Rural,High School,0.8380863081783154,Approved
7795,Bad,Low,Small,Rural,Bachelor,0.5363376016545115,Approved
7796,Good,Medium,Small,Urban,High School,0.7164216801741121,Approved
7797,Bad,Medium,Medium,Urban,Master,0.31399745221860775,Disapproved
7798,Fair,Low,Small,Suburban,Master,0.5564366899315737,Approved
7799,Fair,Medium,Small,Urban,Bachelor,0.8664453070807262,Approved
7800,Bad,High,Large,Urban,Bachelor,0.32276788980528065,Disapproved
7801,Bad,High,Small,Urban,High School,0.47051577371794456,Disapproved
7802,Good,Low,Large,Rural,Master,0.22925922106730126,Disapproved
7803,Fair,Low,Large,Urban,Master,0.15377036382635284,Disapproved
7804,Bad,High,Medium,Urban,Master,0.667087583177876,Approved
7805,Bad,Medium,Medium,Urban,High School,0.4291764403627148,Disapproved
7806,Good,Low,Medium,Suburban,High School,0.49259964111289795,Disapproved
7807,Good,Medium,Large,Urban,Bachelor,0.13264165592038016,Disapproved
7808,Fair,Low,Large,Urban,High School,0.15881617793129313,Disapproved
7809,Bad,Low,Large,Rural,Master,0.1767303565684404,Disapproved
7810,Fair,High,Medium,Suburban,Bachelor,0.679747455149024,Approved
7811,Bad,Low,Small,Suburban,Bachelor,0.4420726778708047,Disapproved
7812,Bad,Low,Small,Rural,High School,0.20799988388241603,Disapproved
7813,Fair,Low,Small,Urban,Master,0.5772874001478685,Approved
7814,Fair,Medium,Medium,Suburban,Master,0.3532873415492044,Disapproved
7815,Fair,Low,Small,Urban,High School,0.549160625946932,Approved
7816,Fair,Medium,Large,Suburban,Bachelor,0.24567728426478358,Disapproved
7817,Good,Medium,Large,Urban,Bachelor,0.6752186298435412,Approved
7818,Good,High,Medium,Urban,High School,0.8015668148048951,Approved
7819,Fair,Low,Medium,Urban,Master,0.36572012876984933,Disapproved
7820,Fair,High,Small,Urban,Master,0.888674580453208,Approved
7821,Fair,Low,Medium,Urban,Master,0.33173334147438976,Disapproved
7822,Fair,Medium,Large,Suburban,Master,0.17587272498403808,Disapproved
7823,Good,Medium,Small,Suburban,Master,0.8837687254894432,Approved
7824,Fair,Low,Medium,Urban,Bachelor,0.42742840509860885,Disapproved
7825,Good,Medium,Small,Urban,Master,0.7559991577579259,Approved
7826,Good,Low,Small,Suburban,Bachelor,0.6055683169898689,Approved
7827,Fair,Low,Large,Suburban,High School,0.3150551925806709,Disapproved
7828,Fair,Low,Large,Urban,Bachelor,0.3592105039564234,Disapproved
7829,Bad,Medium,Large,Suburban,Bachelor,0.14501728190891142,Disapproved
7830,Fair,Low,Large,Suburban,Master,0.3227945937781437,Disapproved
7831,Fair,Low,Large,Urban,Bachelor,0.2795857815273615,Disapproved
7832,Fair,Low,Medium,Urban,High School,0.2691806907651563,Disapproved
7833,Good,Medium,Small,Urban,High School,0.7927402284427766,Approved
7834,Bad,Medium,Small,Rural,Master,0.41963694119672934,Disapproved
7835,Fair,Low,Small,Urban,Master,0.7322626795875804,Approved
7836,Fair,Low,Large,Urban,Master,0.17740732513673718,Disapproved
7837,Fair,Medium,Medium,Rural,High School,0.7346294150803605,Approved
7838,Fair,Medium,Medium,Urban,High School,0.5296133936679922,Approved
7839,Good,Medium,Large,Suburban,Bachelor,0.24838164528624043,Disapproved
7840,Fair,High,Small,Urban,Master,0.4394039109632099,Disapproved
7841,Fair,Low,Small,Rural,Master,0.514945434287905,Approved
7842,Bad,High,Medium,Rural,Master,0.677105554103801,Approved
7843,Fair,Low,Small,Suburban,Bachelor,0.7310164438001061,Approved
7844,Good,High,Large,Urban,Master,0.6527674852221014,Approved
7845,Fair,Low,Medium,Urban,Bachelor,0.2812100468411514,Disapproved
7846,Good,Medium,Large,Suburban,High School,0.44034043364906095,Disapproved
7847,Fair,Low,Large,Urban,Master,0.2739310397436705,Disapproved
7848,Bad,Low,Small,Suburban,High School,0.5629310759499175,Approved
7849,Bad,High,Small,Suburban,Master,0.7097889448744018,Approved
7850,Fair,Medium,Medium,Rural,Bachelor,0.6604207815140335,Approved
7851,Fair,High,Medium,Urban,High School,0.7197052797550085,Approved
7852,Good,Medium,Medium,Suburban,High School,0.7856813233126495,Approved
7853,Fair,Medium,Small,Suburban,Bachelor,0.31196515107723516,Disapproved
7854,Fair,Low,Small,Urban,Master,0.4044634334294078,Disapproved
7855,Fair,High,Small,Rural,High School,0.6116252360827656,Approved
7856,Fair,Medium,Small,Urban,Bachelor,0.47557817146927533,Disapproved
7857,Fair,Medium,Medium,Suburban,Bachelor,0.5090997695819452,Approved
7858,Bad,Medium,Medium,Rural,High School,0.17284469308879902,Disapproved
7859,Bad,Medium,Large,Urban,High School,0.13125998789365714,Disapproved
7860,Bad,High,Large,Urban,Bachelor,0.29983162339619157,Disapproved
7861,Bad,Low,Small,Urban,High School,0.18176707755919552,Disapproved
7862,Bad,Low,Small,Suburban,Bachelor,0.3154849858786447,Disapproved
7863,Fair,Low,Medium,Suburban,Master,0.4900429145218175,Disapproved
7864,Fair,Medium,Medium,Urban,High School,0.31700325015806574,Disapproved
7865,Good,Low,Large,Suburban,Master,0.5157457142255735,Approved
7866,Bad,Low,Medium,Rural,Bachelor,0.16291188705713294,Disapproved
7867,Fair,Low,Medium,Rural,Bachelor,0.43053841810613025,Disapproved
7868,Fair,Medium,Medium,Suburban,Master,0.3340960218641048,Disapproved
