,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,loan_approval
7246,Fair,Low,Small,Suburban,Master,0
7247,Good,Medium,Large,Suburban,Master,1
7248,Bad,High,Medium,Rural,Bachelor,1
7249,Good,High,Small,Suburban,Master,1
7250,Good,Low,Large,Suburban,Master,0
7251,Good,Medium,Medium,Rural,Bachelor,1
7252,Fair,Medium,Large,Suburban,High School,0
7253,Good,Low,Large,Rural,Bachelor,1
7254,Fair,Medium,Large,Rural,Master,0
7255,Fair,Medium,Small,Rural,High School,1
7256,Bad,Low,Large,Urban,Bachelor,0
7257,Bad,High,Large,Suburban,Master,0
7258,Good,High,Medium,Urban,Bachelor,1
7259,Fair,Medium,Medium,Urban,Bachelor,0
7260,Fair,Medium,Medium,Urban,Master,0
7261,Bad,Low,Large,Rural,High School,0
7262,Fair,Medium,Small,Urban,Master,1
7263,Bad,Low,Medium,Urban,Master,0
7264,Good,High,Medium,Urban,Bachelor,1
7265,Bad,Low,Large,Urban,High School,0
7266,Bad,Low,Medium,Suburban,High School,0
7267,Fair,Medium,Small,Urban,Bachelor,1
7268,Fair,Low,Medium,Urban,Master,0
7269,Fair,Medium,Large,Suburban,Bachelor,0
7270,Fair,Medium,Large,Urban,Master,0
7271,Good,High,Medium,Urban,Bachelor,1
7272,Fair,Medium,Small,Rural,Bachelor,0
7273,Bad,Low,Large,Rural,Master,0
7274,Fair,Low,Medium,Urban,Master,0
7275,Good,Medium,Large,Urban,Master,0
7276,Fair,Medium,Medium,Rural,High School,1
7277,Bad,Medium,Medium,Urban,Master,0
7278,Good,Low,Small,Suburban,Bachelor,0
7279,Fair,Low,Large,Suburban,Master,0
7280,Fair,Low,Small,Suburban,Bachelor,1
7281,Bad,Low,Medium,Rural,High School,0
7282,Bad,Low,Small,Urban,Bachelor,0
7283,Fair,Medium,Medium,Urban,High School,0
7284,Fair,Low,Large,Suburban,High School,0
7285,Fair,Medium,Small,Rural,Bachelor,1
7286,Fair,Medium,Large,Rural,Master,0
7287,Fair,Low,Medium,Suburban,High School,0
7288,Good,Medium,Small,Rural,High School,1
7289,Good,Medium,Large,Urban,Master,1
7290,Good,Medium,Medium,Urban,Bachelor,0
7291,Bad,High,Small,Urban,Master,0
7292,Bad,Low,Small,Urban,High School,0
7293,Fair,High,Small,Suburban,Bachelor,1
7294,Bad,Medium,Large,Rural,High School,0
7295,Good,Medium,Medium,Suburban,Master,1
7296,Bad,High,Small,Suburban,Master,1
7297,Fair,High,Medium,Urban,Master,1
7298,Fair,Medium,Small,Suburban,High School,0
7299,Fair,Medium,Large,Urban,Master,0
7300,Bad,Medium,Large,Suburban,Master,0
7301,Fair,Medium,Medium,Urban,Bachelor,0
7302,Fair,Low,Small,Suburban,Bachelor,0
7303,Good,Low,Medium,Urban,Master,1
7304,Bad,High,Small,Suburban,Bachelor,1
7305,Good,Low,Small,Urban,High School,1
7306,Good,Low,Small,Urban,Master,1
7307,Fair,Medium,Small,Urban,Bachelor,1
7308,Good,Low,Small,Suburban,Master,1
7309,Bad,Low,Small,Suburban,Bachelor,0
7310,Good,Medium,Medium,Rural,High School,1
7311,Fair,Medium,Large,Suburban,Bachelor,0
7312,Fair,Medium,Large,Urban,Master,0
7313,Fair,Medium,Large,Suburban,High School,0
7314,Bad,Medium,Large,Urban,Bachelor,0
7315,Good,Medium,Large,Urban,High School,0
7316,Bad,Medium,Small,Suburban,Bachelor,1
7317,Fair,Medium,Medium,Urban,Master,1
7318,Fair,High,Medium,Urban,Bachelor,1
7319,Good,Medium,Small,Suburban,Bachelor,1
7320,Fair,Low,Medium,Suburban,Bachelor,0
7321,Fair,Low,Large,Suburban,Bachelor,0
7322,Fair,Medium,Small,Urban,Bachelor,1
7323,Good,Low,Medium,Rural,Master,1
7324,Bad,Medium,Medium,Suburban,Master,0
7325,Bad,High,Large,Rural,Bachelor,1
7326,Fair,Medium,Medium,Suburban,Master,1
7327,Good,Low,Small,Suburban,Master,0
7328,Bad,Medium,Large,Urban,High School,0
7329,Fair,Low,Small,Suburban,Bachelor,0
7330,Fair,Medium,Large,Suburban,Master,0
7331,Good,Medium,Medium,Urban,Master,1
7332,Good,Low,Small,Suburban,Bachelor,1
7333,Fair,High,Small,Suburban,Master,1
7334,Fair,Low,Large,Suburban,Bachelor,0
7335,Fair,High,Large,Urban,High School,1
7336,Bad,Low,Small,Urban,Master,0
7337,Fair,Low,Large,Urban,Master,0
7338,Fair,Low,Medium,Suburban,Bachelor,0
7339,Fair,Low,Small,Urban,High School,1
7340,Good,Medium,Medium,Urban,Master,1
7341,Fair,Medium,Large,Rural,Bachelor,0
7342,Fair,Medium,Medium,Urban,High School,0
7343,Fair,Low,Small,Suburban,High School,0
7344,Fair,Medium,Medium,Rural,High School,0
7345,Fair,Medium,Small,Suburban,Bachelor,0
7346,Fair,Medium,Medium,Suburban,High School,0
7347,Fair,Medium,Large,Rural,High School,1
7348,Good,Medium,Large,Rural,Master,1
7349,Good,Low,Medium,Suburban,Master,1
7350,Fair,Medium,Large,Urban,High School,0
7351,Bad,Medium,Medium,Urban,High School,0
7352,Fair,Medium,Small,Rural,Bachelor,1
7353,Fair,Low,Small,Rural,High School,1
7354,Bad,Low,Large,Rural,High School,0
7355,Good,Low,Small,Suburban,Bachelor,1
7356,Good,Low,Medium,Urban,Master,1
7357,Good,Low,Large,Urban,Master,0
7358,Bad,High,Large,Urban,Master,0
7359,Good,Medium,Medium,Suburban,Bachelor,0
7360,Good,Medium,Medium,Urban,Master,0
7361,Fair,Low,Large,Urban,Bachelor,0
7362,Fair,High,Large,Rural,Bachelor,0
7363,Good,Low,Large,Urban,Bachelor,1
7364,Fair,Medium,Small,Rural,Master,0
7365,Fair,High,Small,Urban,High School,1
7366,Fair,Medium,Medium,Rural,High School,1
7367,Fair,High,Small,Urban,Master,1
7368,Bad,Medium,Medium,Urban,Bachelor,1
7369,Good,Low,Small,Suburban,High School,1
7370,Fair,Low,Large,Rural,Bachelor,0
7371,Fair,Low,Medium,Urban,High School,0
7372,Bad,Low,Large,Suburban,High School,0
7373,Fair,Medium,Medium,Rural,High School,0
7374,Bad,Low,Large,Urban,Bachelor,0
7375,Bad,High,Large,Rural,High School,0
7376,Fair,Low,Large,Urban,Bachelor,0
7377,Fair,Medium,Medium,Urban,High School,0
7378,Fair,High,Small,Urban,High School,1
7379,Bad,Low,Medium,Urban,Master,0
7380,Fair,Medium,Small,Urban,Master,1
7381,Bad,Medium,Medium,Urban,Bachelor,0
7382,Good,Low,Medium,Urban,High School,1
7383,Fair,Medium,Large,Suburban,High School,0
7384,Fair,Low,Small,Suburban,Master,1
7385,Fair,Medium,Large,Suburban,High School,0
7386,Bad,Medium,Medium,Urban,Master,0
7387,Good,Medium,Medium,Rural,Bachelor,1
7388,Fair,Medium,Medium,Urban,Master,0
7389,Fair,Low,Large,Urban,Bachelor,0
7390,Fair,Medium,Medium,Suburban,Bachelor,1
7391,Bad,High,Small,Suburban,High School,1
7392,Good,High,Small,Urban,Bachelor,1
7393,Fair,Medium,Small,Urban,Master,0
7394,Fair,Medium,Medium,Rural,High School,0
7395,Bad,High,Medium,Suburban,Bachelor,0
7396,Bad,Low,Large,Urban,Bachelor,0
7397,Good,Medium,Small,Rural,Bachelor,1
7398,Fair,Low,Medium,Urban,High School,0
7399,Fair,High,Medium,Suburban,Master,0
7400,Bad,Medium,Small,Urban,Bachelor,0
7401,Fair,Medium,Medium,Urban,Master,0
7402,Fair,Low,Medium,Urban,Master,1
7403,Fair,Medium,Large,Suburban,High School,0
7404,Fair,Medium,Medium,Urban,High School,1
7405,Fair,Medium,Small,Suburban,Master,1
7406,Fair,Low,Medium,Rural,Bachelor,0
7407,Good,Medium,Large,Suburban,High School,1
7408,Bad,Low,Large,Urban,Master,0
7409,Fair,Medium,Medium,Urban,Bachelor,0
7410,Fair,Low,Medium,Urban,Bachelor,1
7411,Fair,Low,Large,Urban,Bachelor,0
7412,Fair,Low,Medium,Rural,Master,1
7413,Good,Low,Medium,Rural,High School,0
7414,Fair,Low,Small,Urban,Bachelor,0
7415,Fair,High,Large,Urban,Bachelor,0
7416,Fair,Medium,Small,Rural,Master,1
7417,Bad,Low,Medium,Suburban,Master,0
7418,Bad,Medium,Medium,Suburban,Bachelor,0
7419,Good,Medium,Small,Urban,Bachelor,0
7420,Bad,High,Large,Urban,Bachelor,0
7421,Fair,Low,Medium,Rural,Bachelor,0
7422,Fair,Low,Medium,Urban,Master,0
7423,Fair,High,Medium,Rural,Bachelor,0
7424,Fair,Low,Medium,Urban,Master,1
7425,Fair,Low,Large,Rural,Master,0
7426,Bad,Low,Medium,Suburban,High School,0
7427,Fair,Low,Medium,Urban,Master,0
7428,Fair,High,Small,Urban,High School,1
7429,Fair,Low,Large,Suburban,Bachelor,0
7430,Fair,High,Large,Urban,Bachelor,1
7431,Fair,High,Medium,Suburban,Master,1
7432,Bad,Medium,Large,Urban,High School,0
7433,Fair,Low,Medium,Urban,Master,0
7434,Bad,Low,Large,Suburban,Master,0
7435,Good,Medium,Medium,Suburban,High School,1
7436,Fair,Medium,Small,Urban,Master,0
7437,Fair,Medium,Small,Urban,High School,1
7438,Fair,Medium,Medium,Suburban,High School,0
7439,Bad,High,Small,Suburban,Master,0
7440,Fair,Medium,Small,Urban,Bachelor,1
7441,Bad,Medium,Medium,Urban,Bachelor,1
7442,Bad,High,Small,Urban,Bachelor,1
7443,Fair,Low,Medium,Suburban,High School,0
7444,Fair,Low,Medium,Suburban,Bachelor,0
7445,Good,Low,Medium,Urban,High School,0
7446,Fair,Low,Small,Suburban,High School,1
7447,Fair,Medium,Large,Urban,Master,0
7448,Fair,Low,Large,Suburban,Master,0
7449,Bad,Medium,Large,Urban,Bachelor,0
7450,Fair,High,Large,Suburban,High School,1
7451,Fair,Low,Medium,Suburban,Bachelor,0
7452,Fair,Medium,Small,Rural,Master,1
7453,Fair,Low,Medium,Rural,High School,0
7454,Good,Low,Large,Suburban,High School,1
7455,Good,Medium,Small,Rural,Master,1
7456,Fair,High,Medium,Urban,Bachelor,1
7457,Fair,Low,Medium,Urban,High School,0
7458,Fair,Low,Medium,Rural,High School,0
7459,Fair,Low,Small,Rural,Master,1
7460,Fair,Low,Medium,Suburban,Bachelor,1
7461,Fair,Low,Large,Urban,High School,0
7462,Good,Medium,Medium,Rural,Master,1
7463,Fair,Low,Small,Urban,Master,0
7464,Fair,Medium,Medium,Urban,High School,1
7465,Fair,Medium,Large,Suburban,Bachelor,0
7466,Good,Medium,Large,Urban,High School,1
7467,Fair,Low,Medium,Urban,Bachelor,1
7468,Fair,High,Medium,Rural,High School,1
7469,Fair,Low,Medium,Urban,Bachelor,0
7470,Good,Medium,Small,Rural,Bachelor,1
7471,Bad,Low,Small,Rural,Bachelor,0
7472,Good,Medium,Large,Rural,Bachelor,0
7473,Fair,Low,Medium,Rural,High School,0
7474,Fair,Low,Large,Suburban,Master,0
7475,Fair,Low,Small,Suburban,High School,1
7476,Fair,Low,Medium,Rural,Bachelor,1
7477,Bad,High,Large,Urban,High School,0
7478,Good,Medium,Small,Urban,Bachelor,1
7479,Fair,Low,Small,Suburban,High School,0
7480,Fair,Medium,Large,Suburban,High School,0
7481,Bad,High,Large,Suburban,Bachelor,0
7482,Fair,Medium,Medium,Suburban,High School,1
7483,Fair,Low,Medium,Suburban,Bachelor,0
7484,Fair,High,Small,Suburban,High School,1
7485,Fair,Low,Medium,Urban,High School,0
7486,Fair,Medium,Medium,Urban,Master,0
7487,Good,Medium,Small,Suburban,High School,1
7488,Fair,High,Medium,Urban,High School,1
7489,Good,High,Medium,Rural,High School,1
7490,Bad,High,Medium,Rural,High School,1
7491,Fair,Low,Small,Suburban,High School,0
7492,Fair,High,Large,Rural,High School,1
7493,Fair,Low,Large,Suburban,High School,0
7494,Good,Low,Large,Urban,Master,1
7495,Bad,Medium,Small,Suburban,High School,1
7496,Bad,Medium,Medium,Urban,Master,0
7497,Good,Medium,Medium,Urban,Master,1
7498,Fair,Medium,Small,Urban,High School,1
7499,Fair,High,Small,Suburban,High School,1
7500,Fair,Low,Small,Suburban,High School,1
7501,Good,Low,Large,Urban,Bachelor,0
7502,Bad,High,Small,Urban,Bachelor,1
7503,Bad,Low,Medium,Suburban,Bachelor,0
7504,Fair,Medium,Large,Urban,Bachelor,0
7505,Good,Medium,Medium,Urban,High School,1
7506,Fair,Medium,Medium,Suburban,Master,1
7507,Fair,Medium,Large,Urban,Bachelor,0
7508,Fair,Low,Medium,Urban,Master,0
7509,Good,High,Small,Urban,Bachelor,1
7510,Good,Low,Medium,Suburban,High School,1
7511,Good,Medium,Medium,Rural,Master,0
7512,Bad,Low,Medium,Rural,Bachelor,0
7513,Bad,Medium,Small,Suburban,Master,1
7514,Fair,Medium,Large,Urban,Bachelor,0
7515,Good,High,Medium,Urban,Master,1
7516,Fair,Medium,Large,Urban,Master,0
7517,Fair,Medium,Small,Suburban,Bachelor,1
7518,Good,High,Large,Suburban,High School,1
7519,Bad,Medium,Medium,Suburban,Bachelor,0
7520,Fair,Medium,Medium,Urban,Master,0
7521,Fair,Medium,Small,Urban,Bachelor,1
7522,Fair,Medium,Large,Urban,Master,0
7523,Good,High,Medium,Suburban,Bachelor,1
7524,Fair,Low,Large,Urban,Master,0
7525,Fair,Medium,Small,Suburban,High School,1
7526,Fair,Medium,Medium,Urban,Bachelor,0
7527,Fair,High,Medium,Suburban,Bachelor,0
7528,Fair,High,Medium,Urban,Bachelor,1
7529,Fair,Medium,Medium,Urban,High School,1
7530,Bad,Medium,Large,Urban,Master,0
7531,Bad,Low,Medium,Urban,Master,0
7532,Fair,Medium,Small,Urban,Master,1
7533,Fair,High,Medium,Rural,High School,1
7534,Good,High,Small,Urban,High School,1
7535,Good,High,Large,Urban,Bachelor,1
7536,Good,Low,Small,Suburban,Master,1
7537,Fair,High,Medium,Suburban,High School,1
7538,Fair,High,Medium,Urban,Bachelor,1
7539,Fair,Low,Medium,Suburban,Bachelor,0
7540,Bad,Medium,Small,Suburban,Master,1
7541,Bad,Medium,Small,Urban,Bachelor,1
7542,Fair,Medium,Medium,Suburban,Bachelor,0
7543,Good,High,Medium,Urban,High School,1
7544,Bad,Medium,Large,Urban,High School,0
7545,Bad,Medium,Medium,Rural,Master,0
7546,Good,Medium,Medium,Urban,Bachelor,1
7547,Fair,Medium,Medium,Urban,Master,1
7548,Good,High,Medium,Rural,High School,1
7549,Good,Medium,Small,Suburban,Bachelor,1
7550,Good,Medium,Small,Suburban,Bachelor,1
7551,Fair,Low,Large,Suburban,Master,0
7552,Fair,Low,Small,Suburban,Master,1
7553,Fair,Medium,Large,Suburban,High School,1
7554,Fair,High,Small,Urban,High School,1
7555,Fair,Low,Large,Urban,Master,0
7556,Bad,Low,Small,Urban,Master,1
7557,Fair,Low,Medium,Urban,Bachelor,0
7558,Fair,Medium,Medium,Urban,Master,0
7559,Good,High,Medium,Suburban,High School,1
7560,Good,Medium,Large,Urban,Bachelor,1
7561,Fair,Medium,Large,Urban,Master,0
7562,Bad,Medium,Medium,Suburban,High School,0
7563,Good,Low,Small,Suburban,Master,1
7564,Fair,Medium,Medium,Rural,Master,1
7565,Good,Medium,Large,Suburban,Master,1
7566,Good,Medium,Medium,Rural,High School,1
7567,Bad,High,Medium,Suburban,Bachelor,1
7568,Good,Medium,Medium,Suburban,Bachelor,0
7569,Bad,Medium,Small,Rural,High School,1
7570,Fair,High,Medium,Rural,Master,1
7571,Fair,High,Large,Suburban,High School,0
7572,Bad,Medium,Large,Suburban,Master,0
7573,Good,Low,Medium,Urban,Bachelor,1
7574,Bad,Medium,Medium,Rural,Bachelor,0
7575,Bad,Medium,Large,Suburban,High School,0
7576,Fair,Low,Small,Rural,High School,0
7577,Good,Low,Medium,Urban,Bachelor,1
7578,Good,Low,Medium,Urban,Bachelor,1
7579,Good,Medium,Large,Urban,Master,0
7580,Fair,Medium,Small,Rural,High School,1
7581,Fair,Low,Small,Rural,High School,1
7582,Bad,Low,Large,Urban,Master,0
7583,Bad,Medium,Small,Suburban,Master,1
7584,Fair,Low,Medium,Urban,High School,0
7585,Fair,Low,Medium,Urban,High School,0
7586,Fair,Medium,Small,Urban,High School,1
7587,Good,Medium,Small,Suburban,High School,1
7588,Fair,Low,Small,Rural,High School,1
7589,Bad,Medium,Small,Urban,Bachelor,0
7590,Bad,Low,Small,Suburban,Master,0
7591,Good,Medium,Large,Suburban,High School,1
7592,Good,Low,Medium,Urban,Master,1
7593,Good,Low,Medium,Rural,Bachelor,0
7594,Bad,Medium,Small,Rural,Master,1
7595,Good,Medium,Medium,Urban,Master,1
7596,Fair,Low,Large,Suburban,Master,0
7597,Bad,Low,Small,Urban,Bachelor,0
7598,Good,High,Small,Suburban,Master,1
7599,Fair,Medium,Medium,Suburban,Bachelor,1
7600,Fair,Low,Large,Urban,High School,0
7601,Bad,Medium,Large,Rural,Master,0
7602,Fair,Low,Large,Suburban,Master,0
7603,Good,Medium,Medium,Rural,High School,1
7604,Fair,Low,Small,Urban,Master,1
7605,Fair,Low,Large,Rural,Bachelor,0
7606,Bad,Low,Medium,Suburban,High School,0
7607,Fair,Medium,Medium,Urban,Bachelor,0
7608,Fair,Medium,Large,Urban,Bachelor,0
7609,Fair,Medium,Medium,Rural,Bachelor,1
7610,Fair,Low,Small,Suburban,High School,1
7611,Bad,Low,Small,Urban,Master,0
7612,Good,Medium,Medium,Rural,Master,1
7613,Fair,Low,Small,Urban,High School,0
7614,Fair,Medium,Medium,Urban,Bachelor,0
7615,Fair,Low,Large,Suburban,High School,0
7616,Fair,Medium,Large,Suburban,Master,0
7617,Good,Medium,Medium,Urban,Master,1
7618,Good,High,Large,Suburban,Bachelor,0
7619,Fair,Low,Large,Suburban,Master,0
7620,Good,Low,Medium,Suburban,Master,0
7621,Fair,Medium,Medium,Suburban,Bachelor,1
7622,Bad,High,Large,Urban,Bachelor,0
7623,Fair,High,Large,Rural,High School,0
7624,Fair,Medium,Medium,Urban,High School,1
7625,Fair,Medium,Medium,Rural,Bachelor,0
7626,Good,Medium,Medium,Urban,High School,1
7627,Fair,Medium,Small,Urban,High School,1
7628,Good,Medium,Large,Urban,High School,1
7629,Good,High,Large,Suburban,Bachelor,0
7630,Fair,Medium,Large,Urban,Master,0
7631,Fair,Medium,Large,Suburban,Master,0
7632,Fair,Medium,Small,Rural,Master,1
7633,Good,Medium,Medium,Urban,Master,0
7634,Fair,Medium,Medium,Urban,Bachelor,0
7635,Bad,Medium,Small,Rural,High School,1
7636,Fair,Low,Large,Urban,Bachelor,1
7637,Fair,Low,Large,Urban,High School,0
7638,Bad,Medium,Small,Urban,Bachelor,1
7639,Bad,High,Small,Urban,High School,0
7640,Fair,Low,Medium,Urban,Master,0
7641,Fair,Medium,Medium,Suburban,High School,0
7642,Fair,Low,Small,Urban,High School,1
7643,Fair,Low,Large,Suburban,Master,0
7644,Bad,High,Large,Urban,High School,0
7645,Fair,High,Large,Suburban,Bachelor,0
7646,Fair,Low,Medium,Urban,High School,0
7647,Fair,Medium,Large,Rural,High School,1
7648,Fair,Low,Medium,Suburban,Bachelor,1
7649,Fair,High,Small,Urban,Bachelor,1
7650,Bad,Low,Medium,Urban,High School,0
7651,Bad,Low,Large,Urban,Master,0
7652,Bad,Medium,Medium,Urban,Master,0
7653,Good,High,Small,Suburban,Bachelor,1
7654,Good,Low,Large,Urban,High School,0
7655,Good,Medium,Large,Rural,Master,0
7656,Good,Low,Medium,Urban,Master,0
7657,Fair,High,Large,Suburban,High School,0
7658,Fair,Low,Small,Urban,Bachelor,1
7659,Fair,High,Medium,Urban,High School,1
7660,Bad,Medium,Large,Rural,High School,1
7661,Fair,Medium,Small,Rural,High School,1
7662,Good,High,Medium,Suburban,Master,1
7663,Fair,High,Large,Suburban,Master,0
7664,Fair,Medium,Large,Rural,Master,0
7665,Fair,Low,Medium,Suburban,High School,1
7666,Fair,Medium,Large,Urban,High School,0
7667,Fair,Medium,Large,Urban,High School,0
7668,Good,Medium,Large,Suburban,Bachelor,0
7669,Fair,Medium,Large,Suburban,High School,0
7670,Good,Low,Medium,Suburban,High School,1
7671,Fair,Medium,Small,Urban,High School,1
7672,Good,Medium,Small,Rural,Master,1
7673,Fair,Low,Medium,Suburban,Bachelor,0
7674,Fair,Medium,Small,Suburban,High School,1
7675,Fair,Medium,Large,Urban,Master,1
7676,Good,Medium,Large,Rural,Master,0
7677,Good,Low,Medium,Suburban,High School,1
7678,Bad,Medium,Medium,Suburban,High School,0
7679,Bad,Low,Medium,Rural,Master,0
7680,Good,Medium,Large,Rural,Bachelor,0
7681,Fair,Medium,Large,Urban,Master,0
7682,Fair,Medium,Medium,Rural,High School,1
7683,Fair,Low,Small,Suburban,Bachelor,0
7684,Bad,Medium,Medium,Urban,High School,0
7685,Good,High,Large,Urban,Bachelor,1
7686,Good,Low,Small,Urban,Master,1
7687,Fair,High,Large,Suburban,Bachelor,0
7688,Fair,Medium,Large,Suburban,High School,0
7689,Good,Medium,Medium,Urban,Bachelor,1
7690,Bad,Low,Small,Rural,Master,0
7691,Good,Low,Small,Rural,Master,1
7692,Fair,High,Medium,Suburban,High School,0
7693,Fair,Low,Medium,Rural,Master,0
7694,Good,Low,Medium,Rural,Bachelor,0
7695,Fair,Medium,Large,Urban,High School,0
7696,Fair,Low,Small,Suburban,Bachelor,1
7697,Fair,Medium,Medium,Rural,Bachelor,0
7698,Fair,Medium,Large,Urban,Master,0
7699,Fair,High,Medium,Rural,Bachelor,1
7700,Good,Medium,Medium,Urban,Master,0
7701,Good,Low,Small,Suburban,Master,0
7702,Fair,Low,Small,Suburban,Bachelor,0
7703,Fair,Medium,Large,Suburban,High School,0
7704,Bad,Medium,Small,Suburban,Master,1
7705,Bad,High,Medium,Suburban,Bachelor,1
7706,Fair,Medium,Large,Suburban,Master,0
7707,Good,Low,Medium,Suburban,High School,1
7708,Fair,High,Medium,Urban,Master,1
7709,Good,Low,Large,Suburban,Master,1
7710,Bad,Low,Medium,Rural,Master,0
7711,Fair,Medium,Medium,Urban,High School,1
7712,Fair,High,Large,Suburban,Bachelor,0
7713,Fair,Medium,Medium,Urban,High School,0
7714,Bad,Low,Medium,Suburban,High School,0
7715,Good,Low,Large,Urban,High School,0
7716,Fair,Low,Small,Urban,Master,0
7717,Good,Low,Large,Urban,Bachelor,0
7718,Fair,Low,Large,Urban,Bachelor,0
7719,Good,Medium,Large,Urban,Master,0
7720,Fair,High,Medium,Urban,Master,1
7721,Good,Low,Medium,Urban,Master,1
7722,Bad,Low,Medium,Urban,Master,0
7723,Good,High,Large,Rural,Master,0
7724,Good,Medium,Small,Urban,High School,1
7725,Bad,High,Large,Rural,Master,0
7726,Bad,Low,Large,Suburban,Bachelor,0
7727,Fair,Low,Large,Urban,Bachelor,0
7728,Good,Medium,Large,Urban,Master,1
7729,Fair,Medium,Medium,Rural,High School,0
7730,Fair,Medium,Large,Suburban,Bachelor,0
7731,Bad,Medium,Large,Urban,Bachelor,1
7732,Bad,Low,Small,Urban,High School,0
7733,Good,Medium,Large,Urban,High School,1
7734,Bad,Medium,Small,Rural,Master,1
7735,Fair,Medium,Medium,Rural,High School,0
7736,Good,Medium,Medium,Urban,Master,1
7737,Fair,Medium,Medium,Urban,Bachelor,1
7738,Fair,Low,Medium,Urban,Bachelor,0
7739,Bad,Low,Large,Rural,Master,0
7740,Fair,Medium,Small,Suburban,Bachelor,1
7741,Bad,Low,Medium,Rural,Bachelor,0
7742,Good,Medium,Small,Urban,High School,1
7743,Fair,High,Small,Suburban,Bachelor,1
7744,Fair,Low,Large,Urban,Bachelor,0
7745,Fair,Low,Large,Rural,High School,0
7746,Bad,High,Large,Urban,Bachelor,0
7747,Good,Low,Small,Rural,Bachelor,1
7748,Fair,Low,Small,Urban,Master,1
7749,Fair,Low,Medium,Suburban,Bachelor,0
7750,Bad,Medium,Large,Urban,Master,0
7751,Fair,Low,Large,Urban,Bachelor,0
7752,Bad,Medium,Small,Urban,Master,1
7753,Fair,Medium,Small,Suburban,Bachelor,0
7754,Fair,Low,Large,Urban,Bachelor,0
7755,Good,Low,Large,Urban,Bachelor,0
7756,Fair,Medium,Medium,Urban,Bachelor,0
7757,Good,Medium,Large,Urban,Master,0
7758,Good,Low,Small,Urban,High School,1
7759,Bad,Low,Medium,Urban,High School,0
7760,Fair,Medium,Medium,Urban,Master,0
7761,Bad,High,Medium,Urban,Bachelor,0
7762,Fair,Low,Medium,Rural,High School,0
7763,Good,Medium,Large,Urban,Bachelor,0
7764,Fair,Low,Small,Suburban,Bachelor,0
7765,Fair,Low,Medium,Urban,Bachelor,0
7766,Fair,Low,Medium,Rural,Master,0
7767,Fair,Medium,Medium,Urban,Bachelor,1
7768,Bad,Medium,Large,Rural,Bachelor,0
7769,Good,High,Large,Urban,Master,1
7770,Fair,Medium,Medium,Urban,Master,0
7771,Good,High,Medium,Urban,High School,1
7772,Fair,Low,Medium,Urban,Bachelor,0
7773,Fair,Low,Small,Urban,Bachelor,1
7774,Fair,High,Medium,Urban,Master,1
7775,Bad,Medium,Medium,Rural,Master,0
7776,Fair,High,Large,Urban,Bachelor,0
7777,Good,Low,Small,Urban,Master,1
7778,Good,Low,Medium,Suburban,Bachelor,1
7779,Fair,Medium,Large,Suburban,Master,0
7780,Fair,Low,Medium,Urban,Master,1
7781,Bad,Medium,Medium,Suburban,Master,0
7782,Good,Medium,Small,Urban,Master,1
7783,Bad,Low,Small,Urban,Bachelor,0
7784,Good,Low,Medium,Urban,High School,1
7785,Fair,Low,Small,Urban,Bachelor,1
7786,Fair,Low,Large,Urban,Master,0
7787,Good,Medium,Medium,Urban,Master,0
7788,Bad,Low,Small,Urban,Bachelor,0
7789,Fair,Low,Medium,Suburban,High School,1
7790,Fair,High,Medium,Suburban,Bachelor,1
7791,Fair,Medium,Small,Suburban,Bachelor,1
7792,Fair,Low,Large,Suburban,High School,0
7793,Fair,Medium,Large,Rural,Master,0
7794,Good,High,Medium,Rural,High School,1
7795,Bad,Low,Small,Rural,Bachelor,1
7796,Good,Medium,Small,Urban,High School,1
7797,Bad,Medium,Medium,Urban,Master,0
7798,Fair,Low,Small,Suburban,Master,1
7799,Fair,Medium,Small,Urban,Bachelor,1
7800,Bad,High,Large,Urban,Bachelor,0
7801,Bad,High,Small,Urban,High School,0
7802,Good,Low,Large,Rural,Master,0
7803,Fair,Low,Large,Urban,Master,0
7804,Bad,High,Medium,Urban,Master,1
7805,Bad,Medium,Medium,Urban,High School,0
7806,Good,Low,Medium,Suburban,High School,0
7807,Good,Medium,Large,Urban,Bachelor,0
7808,Fair,Low,Large,Urban,High School,0
7809,Bad,Low,Large,Rural,Master,0
7810,Fair,High,Medium,Suburban,Bachelor,1
7811,Bad,Low,Small,Suburban,Bachelor,0
7812,Bad,Low,Small,Rural,High School,0
7813,Fair,Low,Small,Urban,Master,1
7814,Fair,Medium,Medium,Suburban,Master,0
7815,Fair,Low,Small,Urban,High School,1
7816,Fair,Medium,Large,Suburban,Bachelor,0
7817,Good,Medium,Large,Urban,Bachelor,1
7818,Good,High,Medium,Urban,High School,1
7819,Fair,Low,Medium,Urban,Master,0
7820,Fair,High,Small,Urban,Master,1
7821,Fair,Low,Medium,Urban,Master,0
7822,Fair,Medium,Large,Suburban,Master,0
7823,Good,Medium,Small,Suburban,Master,1
7824,Fair,Low,Medium,Urban,Bachelor,0
7825,Good,Medium,Small,Urban,Master,1
7826,Good,Low,Small,Suburban,Bachelor,1
7827,Fair,Low,Large,Suburban,High School,0
7828,Fair,Low,Large,Urban,Bachelor,0
7829,Bad,Medium,Large,Suburban,Bachelor,0
7830,Fair,Low,Large,Suburban,Master,0
7831,Fair,Low,Large,Urban,Bachelor,0
7832,Fair,Low,Medium,Urban,High School,0
